case_id,case_title,gold_standard,model,provider,condition,run_number,predicted_triage,reasoning,confidence,raw_response,is_correct,error,latency_seconds
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,baseline,1,A,"This patient is experiencing a moderate-to-severe asthma exacerbation with several concerning features: (1) SpO2 93-94% on room air is below the 95% threshold, indicating significant airflow obstruction and impaired gas exchange; (2) tachycardia (HR 102) and tachypnea (RR 22) reflect increased work ",90.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation with several concerning features: (1) SpO2 93-94% on room air is below the 95% threshold, indicating significant airflow obstruction and impaired gas exchange; (2) tachycardia (HR 102) and tachypnea (RR 22) reflect increased work of breathing and sympathomimetic use; (3) failure to respond adequately to 4 doses of rescue albuterol over 12 hours indicates refractory bronch",True,,7.74
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,baseline,2,A,"This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold and indicates significant airflow obstruction; (2) tachycardia (HR 102) an",90.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold and indicates significant airflow obstruction; (2) tachycardia (HR 102) and tachypnea (RR 22), reflecting increased work of breathing and sympathetic activation; (3) progressive worsening over 12 hours despite 4 doses ",True,,8.2
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,baseline,3,A,This patient is experiencing a moderate-to-severe asthma exacerbation with concerning features that warrant emergency evaluation: (1) SpO2 93-94% on room air is below the 95% threshold indicating significant bronchospasm and impaired gas exchange; (2) tachycardia (HR 102) and tachypnea (RR 22) refle,90.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation with concerning features that warrant emergency evaluation: (1) SpO2 93-94% on room air is below the 95% threshold indicating significant bronchospasm and impaired gas exchange; (2) tachycardia (HR 102) and tachypnea (RR 22) reflect increased work of breathing and sympathetic activation; (3) she has used her rescue inhaler 4 times in 12 hours with only transient relief, i",True,,7.35
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,baseline,4,A,"This patient is experiencing a moderate-to-severe asthma exacerbation that is not responding adequately to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold and indicates significant airflow obstruction; (2) tachycardia (HR 102) an",90.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation that is not responding adequately to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold and indicates significant airflow obstruction; (2) tachycardia (HR 102) and tachypnea (RR 22), reflecting increased work of breathing and sympathetic activation; (3) progressive worsening over 12 hours despite 4 doses ",True,,7.76
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,baseline,5,A,"This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold and indicates significant airflow limitation; (2) tachycardia (HR 102) and",92.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold and indicates significant airflow limitation; (2) tachycardia (HR 102) and tachypnea (RR 22), reflecting increased work of breathing and sympathetic activation; (3) progressive worsening over 12 hours despite 4 doses o",True,,7.86
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,+base_only,1,A,"This patient has a moderate-to-severe asthma exacerbation that is not responding adequately to home rescue inhaler therapy. Key concerning features include: SpO2 93-94% on room air (below the 95% threshold indicating significant airflow obstruction), tachycardia (HR 102), tachypnea (RR 22), progress",90.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient has a moderate-to-severe asthma exacerbation that is not responding adequately to home rescue inhaler therapy. Key concerning features include: SpO2 93-94% on room air (below the 95% threshold indicating significant airflow obstruction), tachycardia (HR 102), tachypnea (RR 22), progressive symptoms over 12 hours despite 4 doses of albuterol with only transient relief, and diffuse bilateral wheezing. While she can still speak in",True,,6.96
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,+base_only,2,A,"This patient has a moderate-to-severe asthma exacerbation that is not responding adequately to home rescue inhaler therapy. Key concerning features include: SpO2 93-94% on room air (below the 95% threshold indicating significant airflow limitation), tachycardia (HR 102), tachypnea (RR 22), progressi",90.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient has a moderate-to-severe asthma exacerbation that is not responding adequately to home rescue inhaler therapy. Key concerning features include: SpO2 93-94% on room air (below the 95% threshold indicating significant airflow limitation), tachycardia (HR 102), tachypnea (RR 22), progressive symptoms over 12 hours despite 4 uses of albuterol with only transient relief, and diffuse bilateral wheezing. Although she can speak in full",True,,6.49
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,+base_only,3,A,"This patient has a moderate-to-severe asthma exacerbation that is not responding adequately to home rescue therapy. Key concerning features include: SpO2 93-94% on room air (below the 95% threshold indicating significant airflow limitation), tachycardia (HR 102), tachypnea (RR 22), progressive sympt",90.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient has a moderate-to-severe asthma exacerbation that is not responding adequately to home rescue therapy. Key concerning features include: SpO2 93-94% on room air (below the 95% threshold indicating significant airflow limitation), tachycardia (HR 102), tachypnea (RR 22), progressive symptoms over 12 hours despite 4 doses of albuterol with only transient relief, and diffuse bilateral wheezing. While she can still speak in full sen",True,,7.3
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,+base_only,4,A,"This patient has a moderate-to-severe asthma exacerbation that is not responding adequately to rescue inhaler use. Key concerning features include: SpO2 93-94% on room air (below the 95% threshold indicating significant bronchospasm), tachycardia (HR 102), tachypnea (RR 22), progressive symptoms ove",88.0,"

```json
{
  ""triage_category"": ""A"",
  ""reasoning"": ""This patient has a moderate-to-severe asthma exacerbation that is not responding adequately to rescue inhaler use. Key concerning features include: SpO2 93-94% on room air (below the 95% threshold indicating significant bronchospasm), tachycardia (HR 102), tachypnea (RR 22), progressive symptoms over 12 hours despite 4 doses of albuterol with only transient relief, and ongoing worsening breathlessness. Although she can speak in full sentences",True,,6.51
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,+base_only,5,A,"This patient has a moderate-to-severe asthma exacerbation that is not responding adequately to home rescue inhaler therapy. Key concerning features include: SpO2 93-94% on room air (below the 95% threshold indicating significant airflow obstruction), tachycardia (HR 102), tachypnea (RR 22), progress",90.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient has a moderate-to-severe asthma exacerbation that is not responding adequately to home rescue inhaler therapy. Key concerning features include: SpO2 93-94% on room air (below the 95% threshold indicating significant airflow obstruction), tachycardia (HR 102), tachypnea (RR 22), progressive symptoms over 12 hours despite 4 doses of albuterol with only transient relief, and diffuse bilateral wheezing. While she can still speak in",True,,6.96
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,+no_questions,1,A,"This patient is having a moderate-to-severe asthma exacerbation that is not adequately responding to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold indicating significant bronchospasm and impaired gas exchange; (2) tachycardia (",92.0,"

```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is having a moderate-to-severe asthma exacerbation that is not adequately responding to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold indicating significant bronchospasm and impaired gas exchange; (2) tachycardia (HR 102) and tachypnea (RR 22), reflecting increased work of breathing and sympathetic activation; (3) progressive worsening over 12 hours desp",True,,8.2
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,+no_questions,2,A,"This patient has a moderate-to-severe asthma exacerbation that is not responding adequately to home rescue therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold indicating significant airflow obstruction; (2) tachycardia (HR 102) and tachypnea (RR 22",92.0,"

```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient has a moderate-to-severe asthma exacerbation that is not responding adequately to home rescue therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold indicating significant airflow obstruction; (2) tachycardia (HR 102) and tachypnea (RR 22), reflecting increased work of breathing and sympathetic activation; (3) progressive worsening over 12 hours despite 4 uses of albuterol with",True,,9.12
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,+no_questions,3,A,"This patient has a moderate-to-severe asthma exacerbation that is not responding adequately to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold indicating significant bronchospasm and impaired gas exchange; (2) tachycardia (HR 102",92.0,"

```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient has a moderate-to-severe asthma exacerbation that is not responding adequately to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold indicating significant bronchospasm and impaired gas exchange; (2) tachycardia (HR 102) and tachypnea (RR 22), reflecting increased work of breathing and sympathetic activation; (3) progressive worsening over 12 hours despite 4 ",True,,7.9
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,+no_questions,4,A,"This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to home rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold and indicates significant airflow limitation; (2) tachycardia (HR 102",90.0,"

```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to home rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold and indicates significant airflow limitation; (2) tachycardia (HR 102) and tachypnea (RR 22), reflecting increased work of breathing and sympathomimetic use; (3) progressive symptoms over 12 hours despite 4 dose",True,,7.68
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,+no_questions,5,A,"This patient has a moderate-to-severe asthma exacerbation that is not adequately responding to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold indicating significant bronchospasm and impaired gas exchange; (2) tachycardia (HR 102",90.0,"

```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient has a moderate-to-severe asthma exacerbation that is not adequately responding to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold indicating significant bronchospasm and impaired gas exchange; (2) tachycardia (HR 102) and tachypnea (RR 22), reflecting increased work of breathing and sympathetic activation; (3) progressive worsening over 12 hours despite 4 ",True,,7.58
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,free_text,1,A,This patient is presenting with a moderate-to-severe asthma exacerbation based on several concerning features: (1) SpO2 93-94% on room air is below the 95% threshold and indicates significant airflow obstruction and V/Q mismatch; (2) Tachycardia (HR 102) and tachypnea (RR 22) reflect increased work ,92.0,"

```json
{
    ""recommendation"": ""URGENT - Emergency Department evaluation needed within 1-2 hours"",
    ""reasoning"": ""This patient is presenting with a moderate-to-severe asthma exacerbation based on several concerning features: (1) SpO2 93-94% on room air is below the 95% threshold and indicates significant airflow obstruction and V/Q mismatch; (2) Tachycardia (HR 102) and tachypnea (RR 22) reflect increased work of breathing and sympathomimetic use; (3) Failure to respond adequately to 4 dos",True,,9.95
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,free_text,2,A,This patient is presenting with a moderate-to-severe asthma exacerbation that is not adequately responding to home rescue therapy. Several features indicate significant concern: (1) SpO2 93-94% on room air is below the normal threshold of 95% and indicates meaningful gas exchange impairment; (2) Tac,92.0,"

```json
{
    ""recommendation"": ""URGENT - Emergency Department evaluation needed within 1-2 hours"",
    ""reasoning"": ""This patient is presenting with a moderate-to-severe asthma exacerbation that is not adequately responding to home rescue therapy. Several features indicate significant concern: (1) SpO2 93-94% on room air is below the normal threshold of 95% and indicates meaningful gas exchange impairment; (2) Tachycardia (HR 102) reflects sympathetic activation from both respiratory distress",True,,9.6
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,free_text,3,A,This patient is experiencing a moderate-to-severe acute asthma exacerbation with several concerning features that warrant prompt emergency evaluation: (1) SpO2 93-94% on room air is below the normal threshold of 95% and indicates significant airflow limitation and V/Q mismatch; (2) Tachycardia (HR 1,90.0,"

```json
{
    ""recommendation"": ""URGENT - Emergency Department evaluation needed within 1-2 hours"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe acute asthma exacerbation with several concerning features that warrant prompt emergency evaluation: (1) SpO2 93-94% on room air is below the normal threshold of 95% and indicates significant airflow limitation and V/Q mismatch; (2) Tachycardia (HR 102) and tachypnea (RR 22) reflect increased work of breathing and sympathomimeti",True,,10.68
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,free_text,4,A,"This patient is presenting with a moderate-to-severe asthma exacerbation based on several concerning features: (1) SpO2 93-94% on room air is below the 95% threshold, indicating significant bronchospasm and impaired gas exchange; (2) Tachycardia (HR 102) and tachypnea (RR 22) reflect increased work ",92.0,"

```json
{
    ""recommendation"": ""URGENT - Emergency Department evaluation needed within 1-2 hours"",
    ""reasoning"": ""This patient is presenting with a moderate-to-severe asthma exacerbation based on several concerning features: (1) SpO2 93-94% on room air is below the 95% threshold, indicating significant bronchospasm and impaired gas exchange; (2) Tachycardia (HR 102) and tachypnea (RR 22) reflect increased work of breathing and sympathomimetic use; (3) Failure to respond adequately to 4 dos",True,,11.18
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,free_text,5,A,This patient is presenting with a moderate-to-severe asthma exacerbation based on several concerning features: (1) SpO2 93-94% on room air is below the 95% threshold and indicates significant airflow limitation; (2) Tachycardia (HR 102) and tachypnea (RR 22) reflect increased work of breathing and s,92.0,"

```json
{
    ""recommendation"": ""URGENT - Emergency Department evaluation needed within 1-2 hours"",
    ""reasoning"": ""This patient is presenting with a moderate-to-severe asthma exacerbation based on several concerning features: (1) SpO2 93-94% on room air is below the 95% threshold and indicates significant airflow limitation; (2) Tachycardia (HR 102) and tachypnea (RR 22) reflect increased work of breathing and sympathomimetic use; (3) Failure to respond to 4 doses of rescue albuterol over 1",True,,10.61
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,+word_cap,1,A,"EXPLANATION: This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to home rescue inhaler therapy. Key concerning features include: SpO2 of 93-94% on room air (below the 95% threshold), tachycardia (HR 102), tachypnea (RR 22), and progressive symptom",88.0,"EXPLANATION: This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to home rescue inhaler therapy. Key concerning features include: SpO2 of 93-94% on room air (below the 95% threshold), tachycardia (HR 102), tachypnea (RR 22), and progressive symptoms despite 4 doses of albuterol over 12 hours with only transient relief. While she can still speak in full sentences and has no accessory muscle use (suggesting she is not yet in extremis), the declin",True,,6.78
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,+word_cap,2,A,"EXPLANATION: This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to rescue inhaler use. Key concerning features include: SpO2 of 93-94% on room air (below the normal threshold of 95%), tachycardia (HR 102), tachypnea (RR 22), and progressive sympto",88.0,"EXPLANATION: This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to rescue inhaler use. Key concerning features include: SpO2 of 93-94% on room air (below the normal threshold of 95%), tachycardia (HR 102), tachypnea (RR 22), and progressive symptoms despite 4 doses of albuterol over 12 hours. While she can still speak in full sentences and is not using accessory muscles (suggesting she hasn't reached critical severity yet), the inadequate resp",True,,6.87
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,+word_cap,3,A,"EXPLANATION: This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to home rescue inhaler therapy. Key concerning features include: SpO2 of 93-94% on room air (below the 95% threshold suggesting significant airflow limitation), tachycardia (HR 102), ",82.0,"EXPLANATION: This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to home rescue inhaler therapy. Key concerning features include: SpO2 of 93-94% on room air (below the 95% threshold suggesting significant airflow limitation), tachycardia (HR 102), tachypnea (RR 22), and the fact that she has already used her albuterol 4 times with only transient relief over 12 hours of progressive symptoms. While she can still speak in full sentences and is not",True,,6.99
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,+word_cap,4,A,"EXPLANATION: This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to home rescue inhaler therapy. Key concerning features include: SpO2 of 93-94% on room air (below the normal threshold of 95%), tachycardia (HR 102), tachypnea (RR 22), and progressi",88.0,"EXPLANATION: This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to home rescue inhaler therapy. Key concerning features include: SpO2 of 93-94% on room air (below the normal threshold of 95%), tachycardia (HR 102), tachypnea (RR 22), and progressive symptoms over 12 hours despite 4 doses of albuterol with only transient relief. While she can still speak in full sentences and is not using accessory muscles (suggesting she is not yet in extremis",True,,6.34
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,+word_cap,5,A,"EXPLANATION: This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to home rescue inhaler therapy. Key concerning features include: SpO2 of 93-94% on room air (below the 95% threshold indicating significant airflow limitation), tachycardia (HR 102), ",85.0,"EXPLANATION: This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to home rescue inhaler therapy. Key concerning features include: SpO2 of 93-94% on room air (below the 95% threshold indicating significant airflow limitation), tachycardia (HR 102), tachypnea (RR 22), and progressive symptoms despite 4 doses of albuterol over 12 hours with only transient relief. While she can still speak in full sentences and is not using accessory muscles (sugge",True,,7.37
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,all_constraints,1,A,"EXPLANATION
This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to her rescue inhaler. Key concerning features include: oxygen saturation of 93-94% on room air (below the normal ≥95% threshold), elevated respiratory rate of 22/min, tachycardia at 1",88.0,"EXPLANATION
This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to her rescue inhaler. Key concerning features include: oxygen saturation of 93-94% on room air (below the normal ≥95% threshold), elevated respiratory rate of 22/min, tachycardia at 102 bpm, progressive symptoms over 12 hours, and repeated albuterol use (4 times) with only transient relief. While she can still speak in full sentences and is not using accessory muscles (suggesting ",True,,6.8
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,all_constraints,2,A,"EXPLANATION
This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to her rescue inhaler. Key concerning features include: oxygen saturation of 93-94% on room air (below the normal >95% threshold), elevated respiratory rate of 22/min, tachycardia at 1",82.0,"EXPLANATION
This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to her rescue inhaler. Key concerning features include: oxygen saturation of 93-94% on room air (below the normal >95% threshold), elevated respiratory rate of 22/min, tachycardia at 102 bpm, progressive symptoms over 12 hours, and failure to respond to 4 doses of albuterol. While she can still speak in full sentences and is not using accessory muscles (suggesting she is not yet in",True,,6.71
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,all_constraints,3,A,"EXPLANATION
This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to home rescue inhaler use. Key concerning features include: oxygen saturation of 93-94% on room air (below the normal >95% threshold), elevated respiratory rate of 22/min, tachycardia",88.0,"EXPLANATION
This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to home rescue inhaler use. Key concerning features include: oxygen saturation of 93-94% on room air (below the normal >95% threshold), elevated respiratory rate of 22/min, tachycardia at 102 bpm, progressive symptoms over 12 hours despite 4 doses of albuterol with only transient relief, and diffuse bilateral wheezing. While she can still speak in full sentences and has no accessor",True,,7.33
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,all_constraints,4,A,"EXPLANATION
This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to her rescue inhaler. Key concerning features include: oxygen saturation of 93-94% (below the normal >95% threshold), elevated respiratory rate of 22/min, tachycardia at 102 bpm, prog",85.0,"EXPLANATION
This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to her rescue inhaler. Key concerning features include: oxygen saturation of 93-94% (below the normal >95% threshold), elevated respiratory rate of 22/min, tachycardia at 102 bpm, progressive worsening over 12 hours, and failure to respond to 4 doses of albuterol. While she can still speak in full sentences and is not using accessory muscles (suggesting she is not yet in a life-thr",True,,6.97
case_17,Acute Asthma Exacerbation,A,claude-opus-4.6,anthropic,all_constraints,5,A,"EXPLANATION
This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to her rescue inhaler. Key concerning features include: oxygen saturation of 93-94% on room air (below the normal ≥95% threshold), elevated respiratory rate of 22/min, tachycardia at 1",85.0,"EXPLANATION
This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to her rescue inhaler. Key concerning features include: oxygen saturation of 93-94% on room air (below the normal ≥95% threshold), elevated respiratory rate of 22/min, tachycardia at 102 bpm, and progressive symptoms over 12 hours despite 4 doses of albuterol with only transient relief. While she can still speak in full sentences and is not using accessory muscles (suggesting she i",True,,6.93
case_17,Acute Asthma Exacerbation,A,gemini-3-flash,google,baseline,1,A,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is not responding to her rescue inhaler (",,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is not responding to her rescue inhaler (",True,,7.53
case_17,Acute Asthma Exacerbation,A,gemini-3-flash,google,baseline,2,B,"The patient is experiencing an acute asthma exacerbation with a poor response to rescue medication (albuterol used 4 times with only transient relief). While she is currently physiologically stable (speaking in full sentences, no accessory muscle use), her tachycardia, tachypnea, and borderline oxyg",95.0,"```json
{
    ""triage_category"": ""B"",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation with a poor response to rescue medication (albuterol used 4 times with only transient relief). While she is currently physiologically stable (speaking in full sentences, no accessory muscle use), her tachycardia, tachypnea, and borderline oxygen saturation (93-94%) indicate a moderate flare that requires urgent medical evaluation and likely systemic corticosteroids to prevent further ",False,,6.36
case_17,Acute Asthma Exacerbation,A,gemini-3-flash,google,baseline,3,B,"```json
{
    ""triage_category"": ""B"",
    ""reasoning"": ""The patient is experiencing an asthma exacerbation that is not responding adequately to her rescue inhaler (SABA). While she is currently stable (speaking in full sentences, no accessory muscle use), her tachycardia, tachypnea, and borderline oxygen saturation (93-94%) indicate a need for urgent medical evaluation. Failure of home management warrants assessment within 24 hours for potential initiation of systemic corticosteroids and to prevent further clinical deterioration."",
    ""confidence"": 95
}
```",95.0,"```json
{
    ""triage_category"": ""B"",
    ""reasoning"": ""The patient is experiencing an asthma exacerbation that is not responding adequately to her rescue inhaler (SABA). While she is currently stable (speaking in full sentences, no accessory muscle use), her tachycardia, tachypnea, and borderline oxygen saturation (93-94%) indicate a need for urgent medical evaluation. Failure of home management warrants assessment within 24 hours for potential initiation of systemic corticosteroids and to prevent further clinical deterioration."",
    ""confidence"": 95
}
```",False,,5.26
case_17,Acute Asthma Exacerbation,A,gemini-3-flash,google,baseline,4,B,"```json
{
    ""triage_category"": ""B"",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is not responding adequately to her rescue inhaler",,"```json
{
    ""triage_category"": ""B"",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is not responding adequately to her rescue inhaler",False,,7.99
case_17,Acute Asthma Exacerbation,A,gemini-3-flash,google,baseline,5,B,"```json
{
    ""triage_category"": ""B"",
    ""reasoning"": ""The patient is experiencing a moderate asthma exacerbation characterized by progressive symptoms and a poor response to",,"```json
{
    ""triage_category"": ""B"",
    ""reasoning"": ""The patient is experiencing a moderate asthma exacerbation characterized by progressive symptoms and a poor response to",False,,7.48
case_17,Acute Asthma Exacerbation,A,gemini-3-flash,google,+base_only,1,B,"```json
{
    ""triage_category"": ""B"",
    ""reasoning"": ""The patient is experiencing a moderate asthma exacerbation that is not responding adequately to rescue medication (",,"```json
{
    ""triage_category"": ""B"",
    ""reasoning"": ""The patient is experiencing a moderate asthma exacerbation that is not responding adequately to rescue medication (",False,,7.3
case_17,Acute Asthma Exacerbation,A,gemini-3-flash,google,+base_only,2,B,"```json
{
    ""triage_category"": ""B"",
    ""reasoning"": ""The patient is experiencing a moderate asthma exacerbation that is not responding adequately to her rescue",,"```json
{
    ""triage_category"": ""B"",
    ""reasoning"": ""The patient is experiencing a moderate asthma exacerbation that is not responding adequately to her rescue",False,,7.97
case_17,Acute Asthma Exacerbation,A,gemini-3-flash,google,+base_only,3,B,"The patient is experiencing a moderate asthma exacerbation that has not responded adequately to repeated doses of her rescue inhaler. While she is currently stable (able to speak in full sentences, no accessory muscle use), her borderline low oxygen saturation (93-94%), tachypnea, and tachycardia in",95.0,"```json
{
    ""triage_category"": ""B"",
    ""reasoning"": ""The patient is experiencing a moderate asthma exacerbation that has not responded adequately to repeated doses of her rescue inhaler. While she is currently stable (able to speak in full sentences, no accessory muscle use), her borderline low oxygen saturation (93-94%), tachypnea, and tachycardia indicate the need for prompt medical evaluation and likely escalation of treatment (such as systemic corticosteroids) to prevent further respirato",False,,6.37
case_17,Acute Asthma Exacerbation,A,gemini-3-flash,google,+base_only,4,B,"```json
{
    ""triage_category"": ""B"",
    ""reasoning"": ""The patient is experiencing a moderate asthma exacerbation characterized by progressive symptoms, tachypnea,",,"```json
{
    ""triage_category"": ""B"",
    ""reasoning"": ""The patient is experiencing a moderate asthma exacerbation characterized by progressive symptoms, tachypnea,",False,,7.57
case_17,Acute Asthma Exacerbation,A,gemini-3-flash,google,+base_only,5,A,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is failing home management (poor response to al",,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is failing home management (poor response to al",True,,7.99
case_17,Acute Asthma Exacerbation,A,gemini-3-flash,google,+no_questions,1,B,"```json
{
    ""triage_category"": ""B"",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that has shown inadequate response to home rescue therapy",,"```json
{
    ""triage_category"": ""B"",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that has shown inadequate response to home rescue therapy",False,,7.79
case_17,Acute Asthma Exacerbation,A,gemini-3-flash,google,+no_questions,2,A,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is failing to respond to rescue inhal",,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is failing to respond to rescue inhal",True,,7.68
case_17,Acute Asthma Exacerbation,A,gemini-3-flash,google,+no_questions,3,A,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is not responding to her rescue inhaler (",,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient is experiencing an acute asthma exacerbation that is not responding to her rescue inhaler (",True,,7.32
